fuente,external_id,nombre,descripcion,categoria,tipo_plantilla,municipio,territorio,direccion,lat,lng,telefono,email,website,es_lluvia,es_carrito,es_cambiador,es_silla_ruedas,es_mascotas,edad_minima
,https://turismoa.euskadi.eus/es/artesania/biartea-bizkaiko-artisau-elkartea/webtur00-content/es/,'Biartea' Bizkaiko Artisau Elkartea,Biartea es una asociación profesional sin ánimo de lucro que agrupa y representa a...,cultura,Artesanos y asociaciones,Bilbao,bizkaia,"Hurtado de Amézaga, 27- Piso 16 Dpto. 10.",43.25731611140031,-2.9335773613769334,944 101 146,biartea@biartea.org,,True,True,False,True,False,4
,https://turismoa.euskadi.eus/es/artesania/ereintza/webtur00-content/es/,Ereintza,Fue la primera sociedad cultural que se dedicó a potenciar la artesanía tradicional...,cultura,Artesanos y asociaciones,Errenteria,gipuzkoa,"Juan de Olazabal, 23",43.3139619,-1.9031299,943 526 553,artesania@ereintza.com,http://www.ereintza.com,True,False,False,True,False,6
,https://turismoa.euskadi.eus/es/artesania/gabiltza-gipuzkoako-artisauen-biltzarra-asociacion-artesana-de-gipuzkoa/webtur00-content/es/,Gabiltza. Gipuzkoako Artisauen Biltzarra / Asociación Artesana de Gipuzkoa.,La asociación de artesanos de Gipuzkoa GABILTZA fue creada en 1996 para regular el sector...,cultura,Artesanos y asociaciones,Donostia / San Sebastián,gipuzkoa,"Avenida Tolosa, 79 - 6º C. Apdo. 984",43.30755680000001,-2.008219599999961,656 732 474,infor@gabiltza.org,http://www.gabiltza.org,True,True,False,False,False,2
,https://turismoa.euskadi.eus/es/artesania/colectivo-lur-lur-kolektiboa/webtur00-content/es/,Colectivo Lur / Lur Kolektiboa,"Colectivo que agrupa los talleres artesanos, principalmente de Donostialdea, pero también ...",cultura,Artesanos y asociaciones,Donostia / San Sebastián,gipuzkoa,Apdo. Correos 3158,43.318334,-1.9812312999999904,,lurkolektiboa@gmail.com,http://lurkolektiboa.org/,True,True,True,True,False,2
,https://turismoa.euskadi.eus/es/artesania/arbaso/webtur00-content/es/,Arbaso,Arbaso> es una asociación de artesanos de >Euskadi> dedicado al fomento de la ar...,cultura,Artesanos y asociaciones,Abadiño,bizkaia,"Murueta kalea, 19",43.16921104,-2.62254663,946 218 196,artisautza@arbaso.com,http://www.arbaso.com,True,False,False,True,False,2
,https://turismoa.euskadi.eus/es/quincena-musical-de-san-sebastian/webtur00-content/es/,Quincena Musical de San Sebastián,La Quincena Musical de San Sebastián es uno de los festivales más importantes y veteranos de Euro...,cultura,,,,,,,,,,False,True,True,False,False,0
,https://turismoa.euskadi.eus/es/museos/centro-cultural-montehermoso/webtur00-content/es/,Centro Cultural Montehermoso,El Centro Cultural Montehermoso de Vitoria-Gasteiz cuenta con varias zonas destinadas a expo...,cultura,Auditorios; Museos; Galerías de arte y salas de exposiciones,Vitoria-Gasteiz,araba,"Fray Zacarías Martínez, 2",42.8496655,-2.67299730000002,945 161 830,info.montehermoso@vitoria-gasteiz.org,http://www.montehermoso.net/,True,True,False,True,False,2
,https://turismoa.euskadi.eus/es/museos/museo-bibat/webtur00-content/es/,Museo Bibat,"Ubicado en el Casco Antiguo de Vitoria-Gasteiz, consta de dos edificios unidos: el edificio nuevo...",cultura,Auditorios; Museos; Galerías de arte y salas de exposiciones,Vitoria-Gasteiz,araba,"Cuchillería, 54. Junto al Palacio de Bendaña.",42.8493094,-2.671176400000036,945 203 700,bibat@araba.eus,https://fourniermuseoabibat.eus/es/inicio,True,True,False,True,False,4
,https://turismoa.euskadi.eus/es/museos/museo-de-faroles-de-la-cofradia-de-la-virgen-blanca/webtur00-content/es/,Museo de Faroles de la Cofradía de la Virgen Blanca,"Este original museo alberga las 267 piezas de vidrio policromado que, desde hace más de 10...",cultura,Auditorios; Museos; Galerías de arte y salas de exposiciones,Vitoria-Gasteiz,araba,"Zapatería, 33",42.84809749,-2.67413986,945 277 077,info@cofradiavirgenblanca.com,http://www.cofradiavirgenblanca.com/,True,True,False,True,False,2
,https://turismoa.euskadi.eus/es/museos/museo-de-ciencias-naturales-de-alava/webtur00-content/es/,Museo de Ciencias Naturales de Álava,El Museo de Ciencias Naturales de Álava cuenta con una atractiva oferta museogr&aacut...,cultura,Auditorios; Museos; Galerías de arte y salas de exposiciones,Vitoria-Gasteiz,araba,"Fundadora de las Siervas de Jesús, 24",42.8502903,-2.67462519,945 181 924,mcna@araba.eus,,True,False,False,False,False,2
